"d_essential_rank_tert","CASE_REPORTED_DATE_UPDATE","total_new_case","total_cum_case","Population","total_new_case100k","total_cum_caseper100k","rolling_newcases_100k"
1,2020-01-23,2,2,901839,0.22176907408085,0.22176907408085,NA
1,2020-01-24,0,2,901839,0,0.22176907408085,NA
1,2020-01-25,0,2,901839,0,0.22176907408085,NA
1,2020-01-26,0,2,901839,0,0.22176907408085,0.0316812962972643
1,2020-01-27,0,2,901839,0,0.22176907408085,0
1,2020-01-28,0,2,901839,0,0.22176907408085,0
1,2020-01-29,0,2,901839,0,0.22176907408085,0
1,2020-01-30,0,2,901839,0,0.22176907408085,0
1,2020-01-31,0,2,901839,0,0.22176907408085,0
1,2020-02-01,0,2,901839,0,0.22176907408085,0
1,2020-02-02,0,2,901839,0,0.22176907408085,0
1,2020-02-03,0,2,901839,0,0.22176907408085,0
1,2020-02-04,0,2,901839,0,0.22176907408085,0
1,2020-02-05,0,2,901839,0,0.22176907408085,0
1,2020-02-06,0,2,901839,0,0.22176907408085,0
1,2020-02-07,0,2,901839,0,0.22176907408085,0
1,2020-02-08,0,2,901839,0,0.22176907408085,0
1,2020-02-09,0,2,901839,0,0.22176907408085,0
1,2020-02-10,0,2,901839,0,0.22176907408085,0
1,2020-02-11,0,2,901839,0,0.22176907408085,0
1,2020-02-12,0,2,901839,0,0.22176907408085,0
1,2020-02-13,0,2,901839,0,0.22176907408085,0
1,2020-02-14,0,2,901839,0,0.22176907408085,0
1,2020-02-15,0,2,901839,0,0.22176907408085,0
1,2020-02-16,0,2,901839,0,0.22176907408085,0
1,2020-02-17,0,2,901839,0,0.22176907408085,0
1,2020-02-18,0,2,901839,0,0.22176907408085,0
1,2020-02-19,0,2,901839,0,0.22176907408085,0
1,2020-02-20,0,2,901839,0,0.22176907408085,0
1,2020-02-21,0,2,901839,0,0.22176907408085,0
1,2020-02-22,0,2,901839,0,0.22176907408085,0.0158406481486322
1,2020-02-23,0,2,901839,0,0.22176907408085,0.0316812962972643
1,2020-02-24,0,2,901839,0,0.22176907408085,0.0316812962972643
1,2020-02-25,1,3,901839,0.110884537040425,0.332653611121276,0.0316812962972643
1,2020-02-26,1,4,901839,0.110884537040425,0.443538148161701,0.0475219444458965
1,2020-02-27,0,4,901839,0,0.443538148161701,0.0633625925945287
1,2020-02-28,0,4,901839,0,0.443538148161701,0.0633625925945287
1,2020-02-29,1,5,901839,0.110884537040425,0.554422685202126,0.0475219444458965
1,2020-03-01,1,6,901839,0.110884537040425,0.665307222242551,0.0475219444458965
1,2020-03-02,0,6,901839,0,0.665307222242551,0.0792032407431608
1,2020-03-03,0,6,901839,0,0.665307222242551,0.0792032407431608
1,2020-03-04,1,7,901839,0.110884537040425,0.776191759282976,0.095043888891793
1,2020-03-05,2,9,901839,0.22176907408085,0.997960833363827,0.0792032407431608
1,2020-03-06,0,9,901839,0,0.997960833363827,0.110884537040425
1,2020-03-07,2,11,901839,0.22176907408085,1.21972990744468,0.174247129634954
1,2020-03-08,0,11,901839,0,1.21972990744468,0.269291018526747
1,2020-03-09,2,13,901839,0.22176907408085,1.44149898152553,0.506900740756229
1,2020-03-10,4,17,901839,0.443538148161701,1.88503712968723,0.601944629648022
1,2020-03-11,7,24,901839,0.776191759282976,2.6612288889702,0.601944629648022
1,2020-03-12,17,41,901839,1.88503712968723,4.54626601865743,0.776191759282976
1,2020-03-13,6,47,901839,0.665307222242551,5.21157324089998,0.887076296323401
1,2020-03-14,2,49,901839,0.22176907408085,5.43334231498083,1.01380148151246
1,2020-03-15,11,60,901839,1.21972990744468,6.65307222242551,1.07716407410699
1,2020-03-16,9,69,901839,0.997960833363827,7.65103305578934,1.07716407410699
1,2020-03-17,12,81,901839,1.3306144444851,8.98164750027444,1.3306144444851
1,2020-03-18,11,92,901839,1.21972990744468,10.2013774077191,1.36229574078237
1,2020-03-19,17,109,901839,1.88503712968723,12.0864145374063,1.48902092597142
1,2020-03-20,22,131,901839,2.43945981488935,14.5258743522957,1.63158675930911
1,2020-03-21,4,135,901839,0.443538148161701,14.9694125004574,1.74247129634954
1,2020-03-22,19,154,901839,2.10680620376808,17.0762187042255,1.75831194449817
1,2020-03-23,18,172,901839,1.99592166672765,19.0721403709531,2.29689398155166
1,2020-03-24,19,191,901839,2.10680620376808,21.1789465747212,2.55034435192978
1,2020-03-25,12,203,901839,1.3306144444851,22.5095610192063,2.56618500007841
1,2020-03-26,51,254,901839,5.65511138906168,28.164672408268,2.39193787044346
1,2020-03-27,38,292,901839,4.21361240753616,32.3782848158042,2.47114111118662
1,2020-03-28,5,297,901839,0.554422685202126,32.9327075010063,2.47114111118662
1,2020-03-29,8,305,901839,0.887076296323401,33.8197837973297,2.59786629637568
1,2020-03-30,23,328,901839,2.55034435192978,36.3701281492595,1.94839972228176
1,2020-03-31,19,347,901839,2.10680620376808,38.4769343530275,1.71079000005227
1,2020-04-01,20,367,901839,2.2176907408085,40.694625093836,2.02760296302492
1,2020-04-02,10,377,901839,1.10884537040425,41.8034704642403,2.01176231487629
1,2020-04-03,23,400,901839,2.55034435192978,44.3538148161701,1.93255907413312
1,2020-04-04,25,425,901839,2.77211342601063,47.1259282421807,1.94839972228176
1,2020-04-05,7,432,901839,0.776191759282976,47.9021200014637,1.90087777783586
1,2020-04-06,18,450,901839,1.99592166672765,49.8980416681913,2.05928425932218
1,2020-04-07,20,470,901839,2.2176907408085,52.1157324089998,1.8691964815386
1,2020-04-08,17,487,901839,1.88503712968723,54.0007695386871,1.74247129634954
1,2020-04-09,20,507,901839,2.2176907408085,56.2184602794956,1.88503712968723
1,2020-04-10,11,518,901839,1.21972990744468,57.4381901869402,1.98008101857902
1,2020-04-11,17,535,901839,1.88503712968723,59.3232273166275,1.91671842598449
1,2020-04-12,16,551,901839,1.7741525926468,61.0973799092743,2.42361916674072
1,2020-04-13,24,575,901839,2.6612288889702,63.7586087982445,2.58202564822704
1,2020-04-14,16,591,901839,1.7741525926468,65.5327613908913,2.74043212971337
1,2020-04-15,49,640,901839,5.43334231498083,70.9661037058721,2.69291018526747
1,2020-04-16,30,670,901839,3.32653611121276,74.2926398170849,2.72459148156473
1,2020-04-17,21,691,901839,2.32857527784893,76.6212150949338,2.6612288889702
1,2020-04-18,14,705,901839,1.55238351856595,78.1735986134997,2.93051990749695
1,2020-04-19,18,723,901839,1.99592166672765,80.1695202802274,2.47114111118662
