"d_essential_rank_tert","CLIENT_DEATH_DATE","total_new_death","total_cum_death","Population","total_new_death100k","total_cum_deathper100k","rolling_newdeah_100k"
1,2020-03-11,0,0,901839,0,0,NA
1,2020-03-12,0,0,901839,0,0,NA
1,2020-03-13,0,0,901839,0,0,NA
1,2020-03-14,0,0,901839,0,0,0
1,2020-03-15,0,0,901839,0,0,0
1,2020-03-16,0,0,901839,0,0,0
1,2020-03-17,0,0,901839,0,0,0
1,2020-03-18,0,0,901839,0,0,0
1,2020-03-19,0,0,901839,0,0,0
1,2020-03-20,0,0,901839,0,0,0
1,2020-03-21,0,0,901839,0,0,0
1,2020-03-22,0,0,901839,0,0,0
1,2020-03-23,0,0,901839,0,0,0
1,2020-03-24,0,0,901839,0,0,0
1,2020-03-25,0,0,901839,0,0,0
1,2020-03-26,0,0,901839,0,0,0
1,2020-03-27,0,0,901839,0,0,0.0158406481486322
1,2020-03-28,0,0,901839,0,0,0.0158406481486322
1,2020-03-29,0,0,901839,0,0,0.0158406481486322
1,2020-03-30,1,1,901839,0.110884537040425,0.110884537040425,0.095043888891793
1,2020-03-31,0,1,901839,0,0.110884537040425,0.110884537040425
1,2020-04-01,0,1,901839,0,0.110884537040425,0.126725185189057
1,2020-04-02,5,6,901839,0.554422685202126,0.665307222242551,0.158406481486322
1,2020-04-03,1,7,901839,0.110884537040425,0.776191759282976,0.174247129634954
1,2020-04-04,1,8,901839,0.110884537040425,0.887076296323401,0.205928425932218
1,2020-04-05,2,10,901839,0.22176907408085,1.10884537040425,0.269291018526747
1,2020-04-06,2,12,901839,0.22176907408085,1.3306144444851,0.22176907408085
1,2020-04-07,2,14,901839,0.22176907408085,1.55238351856595,0.22176907408085
1,2020-04-08,4,18,901839,0.443538148161701,1.99592166672765,0.300972314824011
1,2020-04-09,2,20,901839,0.22176907408085,2.2176907408085,0.316812962972643
1,2020-04-10,1,21,901839,0.110884537040425,2.32857527784893,0.348494259269908
1,2020-04-11,6,27,901839,0.665307222242551,2.99388250009148,0.380175555567172
1,2020-04-12,3,30,901839,0.332653611121276,3.32653611121276,0.380175555567172
1,2020-04-13,4,34,901839,0.443538148161701,3.77007425937446,0.427697500013068
1,2020-04-14,4,38,901839,0.443538148161701,4.21361240753616,0.459378796310333
1,2020-04-15,4,42,901839,0.443538148161701,4.65715055569786,0.427697500013068
1,2020-04-16,5,47,901839,0.554422685202126,5.21157324089998,0.538582037053494
1,2020-04-17,3,50,901839,0.332653611121276,5.54422685202126,0.538582037053494
1,2020-04-18,4,54,901839,0.443538148161701,5.98776500018296,0.554422685202126
1,2020-04-19,10,64,901839,1.10884537040425,7.09661037058721,0.58610398149939
1,2020-04-20,4,68,901839,0.443538148161701,7.54014851874891,0.633625925945287
1,2020-04-21,5,73,901839,0.554422685202126,8.09457120395104,0.649466574093919
1,2020-04-22,6,79,901839,0.665307222242551,8.75987842619359,0.681147870391183
1,2020-04-23,8,87,901839,0.887076296323401,9.64695472251699,0.649466574093919
1,2020-04-24,4,91,901839,0.443538148161701,10.0904928706787,0.665307222242551
1,2020-04-25,6,97,901839,0.665307222242551,10.7558000929212,0.601944629648022
1,2020-04-26,8,105,901839,0.887076296323401,11.6428763892446,0.538582037053494
1,2020-04-27,5,110,901839,0.554422685202126,12.1972990744468,0.411856851864436
1,2020-04-28,1,111,901839,0.110884537040425,12.3081836114872,0.411856851864436
1,2020-04-29,2,113,901839,0.22176907408085,12.529952685568,0.411856851864436
1,2020-04-30,0,113,901839,0,12.529952685568,0.348494259269908
1,2020-05-01,4,117,901839,0.443538148161701,12.9734908337297,0.348494259269908
1,2020-05-02,6,123,901839,0.665307222242551,13.6387980559723,0.348494259269908
1,2020-05-03,4,127,901839,0.443538148161701,14.082336204134,0.348494259269908
1,2020-05-04,5,132,901839,0.554422685202126,14.6367588893361,0.380175555567172
1,2020-05-05,1,133,901839,0.110884537040425,14.7476434263765,0.348494259269908
1,2020-05-06,2,135,901839,0.22176907408085,14.9694125004574,0.253450370378115
1,2020-05-07,2,137,901839,0.22176907408085,15.1911815745383,0.237609722229483
1,2020-05-08,2,139,901839,0.22176907408085,15.4129506486191,0.269291018526747
1,2020-05-09,0,139,901839,0,15.4129506486191,0.269291018526747
1,2020-05-10,3,142,901839,0.332653611121276,15.7456042597404,0.269291018526747
1,2020-05-11,7,149,901839,0.776191759282976,16.5217960190234,0.253450370378115
1,2020-05-12,1,150,901839,0.110884537040425,16.6326805560638,0.300972314824011
1,2020-05-13,2,152,901839,0.22176907408085,16.8544496301446,0.316812962972643
1,2020-05-14,1,153,901839,0.110884537040425,16.9653341671851,0.300972314824011
1,2020-05-15,5,158,901839,0.554422685202126,17.5197568523872,0.22176907408085
1,2020-05-16,1,159,901839,0.110884537040425,17.6306413894276,0.316812962972643
1,2020-05-17,2,161,901839,0.22176907408085,17.8524104635085,0.300972314824011
1,2020-05-18,2,163,901839,0.22176907408085,18.0741795375893,0.285131666675379
